Date,Event
1984-01-01,"The Brunei Darussalam (Nation of Brunei, the Abode of Peace) gains independence within the Commonwealth of Nations from the United Kingdom."
1984-02-04,The United Republic of Cameroon changes its name to the Republic of Cameroon.
1984-08-04,The Republic of Upper Volta changes its name to Burkina Faso.
1984-11-29,"A treaty, approved in Argentina by referendum, resolves the Beagle conflict by awarding the disputed Picton, Lennox and Nueva Islands to Chile and most of the adjacent maritime territory to Argentina. It also resolves the Question of the East mouth of the Strait of Magellan, defining its border in Punta Dungeness and Cabo del Espíritu Santo, being a Chilean water body, as well as the eastern waters as Argentine maritime territory."
1985-06-06,"Israel withdraws from other territory it had captured in Lebanon since 1982 to a self-declared ""security zone"" of formal occupation covering 850 km2 of southern Lebanon."
1985-06-11,"France restores autonomous government to the Overseas Department of Saint Pierre and Miquelon, reorganizing it as the Territorial Collectivity of Saint Pierre and Miquelon."
1985-10-03,The United Kingdom detaches the Falkland Islands Dependencies from the Falkland Islands as the separate territory of South Georgia and the South Sandwich Islands. King Edward Point becomes the capital.
1985-10-10,The Democratic Republic of the Sudan changes its name to the Republic of the Sudan.
1985-10-14,The Republic of Ivory Coast changes its official English name to the Republic of Côte d'Ivoire.
1986-01-01,Aruba withdraws from the Netherlands Antilles and becomes a constituent country of the Kingdom of the Netherlands. Oranjestad becomes the capital.
1986-03-03,"Australia becomes a fully sovereign state with the promulgation of the Australia Act, eliminating all remaining powers in the country of the Parliament of the United Kingdom."
1986-04-15,The Socialist People's Libyan Arab Jamahiriya changes its name to the Great Socialist People's Libyan Arab Jamahiriya.
1986-09-30,The United States returns almost half of its concession at Thule Air Base to the jurisdiction of Greenland and Denmark.
1986-10-21,The Republic of the Marshall Islands withdraws from the US–administered United Nations Trust Territory of the Pacific Islands and becomes independent in free association with the United States. Majuro remains the capital.
1986-11-03,The Federated States of Micronesia withdraws from the US–administered United Nations Trust Territory of the Pacific Islands and becomes independent in free association with the United States. Kolonia remains the capital.
1986-11-04,The Commonwealth of the Northern Mariana Islands withdraws from the US–administered United Nations Trust Territory of the Pacific Islands and becomes an insular area of the United States. Saipan remains the capital.
1987-01-01,"New Zealand becomes a fully sovereign state with the promulgation of the Constitution Act, eliminating all remaining powers in the country of the Parliament of the United Kingdom."
1987-02-22,The Provisional Military Government of Socialist Ethiopia (Derg) changes its name to the People's Democratic Republic of Ethiopia.
1987-10-07,"Following a coup, the Dominion of Fiji changes its name to the Republic of Fiji and severs all ties to the British monarchy as a Commonwealth realm. Fiji is deemed to have temporarily left the Commonwealth as a result."
1987-11-30,The Democratic Republic of Afghanistan changes its name to the Republic of Afghanistan.
1988-03-14,China conquers Johnson South Reef in the Spratly Islands from Vietnam.
1988-07-16,"Iran withdraws from Iraqi Kurdistan after having been evicted from territory it occupied further south, as Iraq returns to the offensive and once more invades Iran; precipitating a ceasefire in the Iran–Iraq War on 20 August."
1988-09-18,"The Socialist Republic of the Union of Burma changes its name to the Union of Burma, with the SLORC junta's suspension of the 1974 Constitution."
1988-11-15,"The State of Palestine declares independence from Israel, with East Jerusalem as its capital. While its actual control over territory is limited, the declaration is made amidst a popular uprising in the Israeli-occupied territories."
1989-02-15,"The Soviet Union completely withdraws its forces from Afghanistan, ending a nine-year-long occupation."
1989-05-01,The People's Republic of Kampuchea changes its name to the State of Cambodia.
1989-06-19,The Union of Burma changes its name to the Union of Myanmar. The official English name of its capital is changed from Rangoon to Yangon.
1989-09-26,"Vietnam completely withdraws its forces from Cambodia, ending a more than ten-year-long occupation."
1989-09-30,The Senegambia Confederation between Senegal and The Gambia is dissolved.
1989-10-23,The Hungarian People's Republic changes its name to the Hungarian Republic.
1989-12-28,"Following the Romanian Revolution, the Socialist Republic of Romania changes its name to Romania."
1989-12-31,The Polish People's Republic changes its name to the Republic of Poland.
1990-01-19,"Armenian forces conquer Karki, an exclave of the Azerbaijan SSR. It remains Azerbaijani territory only de jure."
1990-03-01,The People's Republic of Benin changes its name to the Republic of Benin.
1990-03-08,The Socialist Republic of Slovenia changes its name to the Republic of Slovenia.
1990-03-11,"Following democratic elections, the Lithuanian Soviet Socialist Republic declares independence from the Soviet Union as the restored Republic of Lithuania. Vilnius remains the capital."
1990-03-21,"South West Africa gains independence from South Africa as the Republic of Namibia, fulfilling the terms of the Tripartite Accord. Namibia becomes part of the Commonwealth of Nations. Windhoek remains the capital."
1990-03-30,"Following grassroots elections, the Estonian SSR declares the Soviet rule in Estonia illegal from the moment of establishment and announces a transitional period to restore the independence of the Republic of Estonia from the Soviet Union."
1990-04-23,The Czechoslovak Socialist Republic changes its name to the Czech and Slovak Federative Republic.
1990-05-04,"Following democratic elections, the Latvian Soviet Socialist Republic declares independence from the Soviet Union as the restored Republic of Latvia, while also announcing a transitional period to achieve independence."
1990-05-08,The Estonian Soviet Socialist Republic changes its name to the Republic of Estonia.
1990-05-17,The Republic of Bougainville declares independence from Papua New Guinea. Arawa becomes the capital.
1990-05-22,The Republic of Yemen is formed through the unification of the People's Democratic Republic of Yemen and the Yemen Arab Republic. Aden yields to Sanaa as the capital.
1990-06-23,The Moldavian Soviet Socialist Republic changes its name to the Soviet Socialist Republic of Moldova.
1990-07-25,The Republic of Fiji changes its name to the Sovereign Democratic Republic of Fiji.
1990-08-02,"Iraq invades Kuwait, beginning a seven-month-long occupation."
1990-08-04,The State of Kuwait changes its name to the Republic of Kuwait as a Provisional Government is installed by Iraq.
1990-08-19,The Gagauz Republic is declared as a republic within the Soviet Union separate from the Soviet Socialist Republic of Moldova. Comrat becomes the capital. It remains a de facto independent state following the dissolution of the Soviet Union.
1990-08-20,"Iraq completely withdraws its forces from the territory of Iran occupied during the last weeks of the Iran–Iraq War, returning to the internationally recognized borders established by the 1975 Algiers Agreement."
1990-08-23,The Armenian Soviet Socialist Republic secedes from the Soviet Union as the Republic of Armenia. Yerevan remains the capital.
1990-08-28,Iraq annexes the Republic of Kuwait as the Kuwait Governorate and Saddamiyat al-Mitla' District.
1990-09-02,The Pridnestrovian Moldavian Soviet Socialist Republic declares independence from the Soviet Socialist Republic of Moldova as a separate republic within the Soviet Union. Tiraspol becomes the capital.
1990-09-20,The South Ossetian Autonomous Oblast changes its name to the South Ossetian Soviet Democratic Republic and declares its independence from the Georgian SSR inside the Soviet Union. Tskhinvali becomes the capital.
1990-09-24,"East Germany leaves the Warsaw Pact in preparation for German reunification, with Soviet consent."
1990-09-28,The Socialist Republic of Serbia changes its name to the Republic of Serbia.
1990-10-03,Germany is reunified through the merger of the German Democratic Republic into the Federal Republic of Germany. Bonn yields to Berlin as the capital.
